acc_1nn,class_counts,cpu_select,cpu_total,cpu_tuning,dataset,fold,lvq3_params,method,n_outer_folds,n_proto,n_test,n_train,reduction,seed,spine_params
0.8754716981132076,,2.5999999706982635e-05,2.5999999706982635e-05,0.0,banana,5,,Full,10,4770,530,4770,0.0,1527386642,
0.8471698113207548,,0.313865000000078,0.313865000000078,0.0,banana,5,,RSP3,10,1182,530,4770,0.7522012578616353,1527386642,
0.9,,79.11513099999956,79.11513099999956,0.0,banana,5,,SPINE+1NN,10,1182,530,4770,0.7522012578616353,1527386642,"{""admission"": {""criterion"": ""risk"", ""removed_risk"": 4, ""removed_support"": 0}, ""betti_final"": [[4, 0], [4, 0]], ""betti_frozen"": [[4, 0], [4, 0]], ""betti_nerve"": [[2, 0], [2, 0]], ""boundary_restriction"": ""both"", ""forced_removals"": 0, ""growth_representation_fallbacks"": 964, ""invariant_held"": true, ""n_segments"": 1174, ""n_train_fit"": 3578, ""n_val"": 1192, ""phase0"": [{""constant_lens"": false, ""gain"": 0.25, ""lens"": ""pc1"", ""lens_scaling"": ""standardize"", ""min_cluster_size"": 17, ""min_samples"": 5, ""n_class"": 1974, ""n_edges"": 10, ""n_intervals"": 7, ""n_vertices"": 12, ""noise_reassigned"": 161, ""placement"": ""quantile"", ""slabs"": [{""k"": 1, ""n"": 318}, {""k"": 1, ""n"": 352}, {""k"": 1, ""n"": 352}, {""k"": 3, ""n"": 352}, {""k"": 2, ""n"": 352}, {""k"": 2, ""n"": 352}, {""k"": 2, ""n"": 318}]}, {""constant_lens"": false, ""gain"": 0.25, ""lens"": ""pc1"", ""lens_scaling"": ""standardize"", ""min_cluster_size"": 17, ""min_samples"": 5, ""n_class"": 1604, ""n_edges"": 6, ""n_intervals"": 7, ""n_vertices"": 8, ""noise_reassigned"": 363, ""placement"": ""uniform"", ""slabs"": [{""k"": 1, ""n"": 61}, {""k"": 1, ""n"": 208}, {""k"": 1, ""n"": 422}, {""k"": 1, ""n"": 745}, {""k"": 2, ""n"": 282}, {""k"": 1, ""n"": 155}, {""k"": 1, ""n"": 125}]}], ""soundness_bound_holds"": true, ""step_rule"": ""scale_free"", ""topology_retention_nerve_to_frozen"": {""beta0_frozen"": 8, ""beta0_nerve"": 4, ""beta1_frozen"": 0, ""beta1_nerve"": 0}}"
0.909433962264151,,79.11513099999956,79.11513099999956,0.0,banana,5,,SPINE+Graph,10,1182,530,4770,0.7522012578616353,1527386642,"{""admission"": {""criterion"": ""risk"", ""removed_risk"": 4, ""removed_support"": 0}, ""betti_final"": [[4, 0], [4, 0]], ""betti_frozen"": [[4, 0], [4, 0]], ""betti_nerve"": [[2, 0], [2, 0]], ""boundary_restriction"": ""both"", ""forced_removals"": 0, ""growth_representation_fallbacks"": 964, ""invariant_held"": true, ""n_segments"": 1174, ""n_train_fit"": 3578, ""n_val"": 1192, ""phase0"": [{""constant_lens"": false, ""gain"": 0.25, ""lens"": ""pc1"", ""lens_scaling"": ""standardize"", ""min_cluster_size"": 17, ""min_samples"": 5, ""n_class"": 1974, ""n_edges"": 10, ""n_intervals"": 7, ""n_vertices"": 12, ""noise_reassigned"": 161, ""placement"": ""quantile"", ""slabs"": [{""k"": 1, ""n"": 318}, {""k"": 1, ""n"": 352}, {""k"": 1, ""n"": 352}, {""k"": 3, ""n"": 352}, {""k"": 2, ""n"": 352}, {""k"": 2, ""n"": 352}, {""k"": 2, ""n"": 318}]}, {""constant_lens"": false, ""gain"": 0.25, ""lens"": ""pc1"", ""lens_scaling"": ""standardize"", ""min_cluster_size"": 17, ""min_samples"": 5, ""n_class"": 1604, ""n_edges"": 6, ""n_intervals"": 7, ""n_vertices"": 8, ""noise_reassigned"": 363, ""placement"": ""uniform"", ""slabs"": [{""k"": 1, ""n"": 61}, {""k"": 1, ""n"": 208}, {""k"": 1, ""n"": 422}, {""k"": 1, ""n"": 745}, {""k"": 2, ""n"": 282}, {""k"": 1, ""n"": 155}, {""k"": 1, ""n"": 125}]}], ""soundness_bound_holds"": true, ""step_rule"": ""scale_free"", ""topology_retention_nerve_to_frozen"": {""beta0_frozen"": 8, ""beta0_nerve"": 4, ""beta1_frozen"": 0, ""beta1_nerve"": 0}}"
0.8264150943396227,,0.44898099999954866,0.44898099999954866,0.0,banana,5,,RHC,10,964,530,4770,0.7979035639412998,1527386642,
0.8415094339622642,"{""0"": 652, ""1"": 530}",1.7592290000002322,1.7592290000002322,0.0,banana,5,,KMeans,10,1182,530,4770,0.7522012578616353,1527386642,
0.8886792452830189,"{""0"": 652, ""1"": 530}",0.00046799999927316094,0.00046799999927316094,0.0,banana,5,,Random,10,1182,530,4770,0.7522012578616353,1527386642,
0.9075471698113208,,4.70136999999977,80.29778699999952,75.59641699999975,banana,5,"{""epsilon"": 0.1, ""window"": 0.3}",LVQ3,10,1182,530,4770,0.7522012578616353,1527386642,
0.8566037735849057,,1.544676000000436,1.544676000000436,0.0,banana,5,,SPOT,10,1182,530,4770,0.7522012578616353,1527386642,
0.8924528301886793,,159.711002,159.711002,0.0,banana,5,,GLVQ,10,1182,530,4770,0.7522012578616353,1527386642,
0.8660377358490566,,89.5969669999995,89.5969669999995,0.0,banana,5,,GNG,10,1182,530,4770,0.7522012578616353,1527386642,
