dataset,fold,method,n_train,n_proto,cpu_seconds,blas_threads
texture,3,GNG,4400,822,7.4357489999965765,1
texture,4,RSP3,4400,760,0.24267399999371264,1
texture,4,SPINE,4400,760,6.635989999995218,1
texture,4,RHC,4400,257,0.06094700000539888,1
texture,4,KMeans,4400,760,0.3242880000034347,1
texture,4,LVQ3,4400,760,5.8893239999888465,1
texture,4,SPOT,4400,760,0.5445860000036191,1
texture,4,GLVQ,4400,760,67.08920699999726,1
texture,4,GNG,4400,760,6.5441460000001825,1
twonorm,0,RSP3,5920,868,0.29006300000764895,1
twonorm,0,SPINE,5920,868,35.1420780000044,1
twonorm,0,RHC,5920,182,0.07810300000710413,1
twonorm,0,KMeans,5920,868,1.624246999999741,1
twonorm,0,LVQ3,5920,868,5.126079999987269,1
twonorm,0,SPOT,5920,868,0.7231949999986682,1
twonorm,0,GLVQ,5920,868,101.81563700000697,1
twonorm,0,GNG,5920,868,43.76214199999231,1
twonorm,1,RSP3,5920,915,0.28941800000029616,1
twonorm,1,SPINE,5920,915,38.29029900000023,1
twonorm,1,RHC,5920,193,0.08647000000928529,1
twonorm,1,KMeans,5920,915,1.2954400000016904,1
twonorm,1,LVQ3,5920,915,5.360382000013487,1
twonorm,1,SPOT,5920,915,0.7037390000041341,1
twonorm,1,GLVQ,5920,915,107.90066400000069,1
twonorm,1,GNG,5920,915,46.2591650000104,1
twonorm,2,RSP3,5920,908,0.29204200000094716,1
twonorm,2,SPINE,5920,908,38.375832000005175,1
twonorm,2,RHC,5920,206,0.09281000000191852,1
twonorm,2,KMeans,5920,908,1.2757039999996778,1
twonorm,2,LVQ3,5920,908,5.3323139999993145,1
twonorm,2,SPOT,5920,908,0.7597919999971054,1
twonorm,2,GLVQ,5920,908,106.3709830000007,1
twonorm,2,GNG,5920,908,50.11460300000908,1
twonorm,3,RSP3,5920,988,0.31440799999109004,1
twonorm,3,SPINE,5920,988,44.848858000012115,1
twonorm,3,RHC,5920,192,0.0906680000043707,1
twonorm,3,KMeans,5920,988,1.7618559999973513,1
twonorm,3,LVQ3,5920,988,5.704177999999956,1
twonorm,3,SPOT,5920,988,0.7364850000012666,1
twonorm,3,GLVQ,5920,988,116.30752899999788,1
twonorm,3,GNG,5920,988,55.344865999999456,1
twonorm,4,RSP3,5920,924,0.3208439999871189,1
twonorm,4,SPINE,5920,924,39.62188999999489,1
twonorm,4,RHC,5920,182,0.07871799998974893,1
twonorm,4,KMeans,5920,924,1.2894499999965774,1
twonorm,4,LVQ3,5920,924,5.378754999997909,1
twonorm,4,SPOT,5920,924,0.7080120000027819,1
twonorm,4,GLVQ,5920,924,108.37606299998879,1
twonorm,4,GNG,5920,924,48.97748599998886,1
waveform,0,RSP3,4000,2246,0.19545099999231752,1
waveform,0,SPINE,4000,2246,100.2345159999968,1
waveform,0,RHC,4000,333,0.11683800000173505,1
waveform,0,KMeans,4000,2246,1.8959800000011455,1
waveform,0,LVQ3,4000,2246,16.01209099999687,1
waveform,0,SPOT,4000,2246,0.41323400000692345,1
waveform,0,GLVQ,4000,2246,177.09368799999356,1
waveform,0,GNG,4000,2246,153.4340460000094,1
waveform,1,RSP3,4000,2271,0.1852460000081919,1
waveform,1,SPINE,4000,2271,102.50037099998735,1
waveform,1,RHC,4000,350,0.1225269999995362,1
waveform,1,KMeans,4000,2271,3.892701999997371,1
waveform,1,LVQ3,4000,2271,16.117402000003494,1
waveform,1,SPOT,4000,2271,0.41675400000531226,1
waveform,1,GLVQ,4000,2271,179.0100999999995,1
waveform,1,GNG,4000,2271,169.05660100000387,1
waveform,2,RSP3,4000,2310,0.1832049999939045,1
waveform,2,SPINE,4000,2310,105.57072699999844,1
waveform,2,RHC,4000,347,0.1219110000092769,1
waveform,2,KMeans,4000,2310,4.164251000009244,1
waveform,2,LVQ3,4000,2310,16.923624000002746,1
waveform,2,SPOT,4000,2310,0.4460819999949308,1
waveform,2,GLVQ,4000,2310,182.54306999999972,1
waveform,2,GNG,4000,2310,168.72323000000324,1
waveform,3,RSP3,4000,2259,0.1954400000104215,1
waveform,3,SPINE,4000,2259,101.62197300000116,1
waveform,3,RHC,4000,327,0.11883099999977276,1
waveform,3,KMeans,4000,2259,1.9770879999996396,1
waveform,3,LVQ3,4000,2259,16.043009999993956,1
waveform,3,SPOT,4000,2259,0.40967300000193063,1
waveform,3,GLVQ,4000,2259,177.9691940000048,1
waveform,3,GNG,4000,2259,159.59592300000077,1
waveform,4,RSP3,4000,2315,0.18202900000324007,1
waveform,4,SPINE,4000,2315,105.72491900000023,1
waveform,4,RHC,4000,343,0.12038100000063423,1
waveform,4,KMeans,4000,2315,2.0058089999947697,1
waveform,4,LVQ3,4000,2315,16.514051000005566,1
waveform,4,SPOT,4000,2315,0.43146900000283495,1
waveform,4,GLVQ,4000,2315,182.59953200000746,1
waveform,4,GNG,4000,2315,171.5641079999914,1
wdbc,0,RSP3,455,78,0.005472000004374422,1
wdbc,0,SPINE,455,78,0.3286719999887282,1
wdbc,0,RHC,455,24,0.008619999993243255,1
wdbc,0,KMeans,455,78,0.031781999990926124,1
wdbc,0,LVQ3,455,78,0.11024599999655038,1
wdbc,0,SPOT,455,78,0.01631900000211317,1
wdbc,0,GLVQ,455,78,0.8345059999992372,1
wdbc,0,GNG,455,78,0.49704499999643303,1
wdbc,1,RSP3,455,74,0.005626000012853183,1
wdbc,1,SPINE,455,74,0.32244299999729265,1
wdbc,1,RHC,455,36,0.01160899999376852,1
wdbc,1,KMeans,455,74,0.03043199999956414,1
wdbc,1,LVQ3,455,74,0.10718399999313988,1
wdbc,1,SPOT,455,74,0.01656899999943562,1
wdbc,1,GLVQ,455,74,0.7986089999903925,1
wdbc,1,GNG,455,74,0.4666390000056708,1
wdbc,2,RSP3,455,85,0.005640999996103346,1
wdbc,2,SPINE,455,85,0.3338540000113426,1
wdbc,2,RHC,455,34,0.011173000006237999,1
wdbc,2,KMeans,455,85,0.034018999998806976,1
wdbc,2,LVQ3,455,85,0.1135329999960959,1
wdbc,2,SPOT,455,85,0.01638000000093598,1
wdbc,2,GLVQ,455,85,0.8954019999946468,1
wdbc,2,GNG,455,85,0.5671029999939492,1
wdbc,3,RSP3,455,78,0.0043080000032205135,1
wdbc,3,SPINE,455,78,0.3233699999982491,1
wdbc,3,RHC,455,37,0.012064000009559095,1
wdbc,3,KMeans,455,78,0.031069999997271225,1
wdbc,3,LVQ3,455,78,0.10989000000699889,1
wdbc,3,SPOT,455,78,0.016729999988456257,1
wdbc,3,GLVQ,455,78,0.8323039999959292,1
wdbc,3,GNG,455,78,0.4975679999915883,1
wdbc,4,RSP3,456,78,0.004548999990220182,1
wdbc,4,SPINE,456,78,0.3230289999919478,1
wdbc,4,RHC,456,30,0.00991999999678228,1
wdbc,4,KMeans,456,78,0.03068399999756366,1
wdbc,4,LVQ3,456,78,0.10968599999614526,1
wdbc,4,SPOT,456,78,0.016063999995822087,1
wdbc,4,GLVQ,456,78,0.8326159999996889,1
wdbc,4,GNG,456,78,0.49633300000277814,1
wine,0,RSP3,142,29,0.001105000003008172,1
wine,0,SPINE,142,29,0.0664460000116378,1
wine,0,RHC,142,6,0.0013830000098096207,1
wine,0,KMeans,142,29,0.009610000008251518,1
wine,0,LVQ3,142,29,0.02566600000136532,1
wine,0,SPOT,142,29,0.0038570000033359975,1
wine,0,GLVQ,142,29,0.1233490000013262,1
wine,0,GNG,142,29,0.08894200000213459,1
wine,1,RSP3,142,37,0.0013580000086221844,1
wine,1,SPINE,142,37,0.06913999999233056,1
wine,1,RHC,142,10,0.002550000004703179,1
wine,1,KMeans,142,37,0.011312000002362765,1
wine,1,LVQ3,142,37,0.026559000005363487,1
wine,1,SPOT,142,37,0.004023000001325272,1
wine,1,GLVQ,142,37,0.14561300000059418,1
wine,1,GNG,142,37,0.12330000000656582,1
wine,2,RSP3,142,36,0.0011780000058934093,1
wine,2,SPINE,142,36,0.06837300000188407,1
wine,2,RHC,142,10,0.00255799999285955,1
wine,2,KMeans,142,36,0.010967000009259209,1
wine,2,LVQ3,142,36,0.02618500000971835,1
wine,2,SPOT,142,36,0.004327000002376735,1
wine,2,GLVQ,142,36,0.14230800000950694,1
wine,2,GNG,142,36,0.11850500000582542,1
wine,3,RSP3,143,33,0.0010590000019874424,1
wine,3,SPINE,143,33,0.06836299999849871,1
wine,3,RHC,143,6,0.0013559999933931977,1
wine,3,KMeans,143,33,0.010420000005979091,1
wine,3,LVQ3,143,33,0.026210000010905787,1
wine,3,SPOT,143,33,0.0039059999980963767,1
wine,3,GLVQ,143,33,0.13533999999344815,1
wine,3,GNG,143,33,0.10562499999650754,1
wine,4,RSP3,143,34,0.001073000006726943,1
wine,4,SPINE,143,34,0.06917699999758042,1
wine,4,RHC,143,6,0.0013790000084554777,1
wine,4,KMeans,143,34,0.010532999993301928,1
wine,4,LVQ3,143,34,0.026257000004989095,1
wine,4,SPOT,143,34,0.0040889999945648015,1
wine,4,GLVQ,143,34,0.13784499999019317,1
wine,4,GNG,143,34,0.10999500000616536,1
