dataset,fold,cls,n_class,n_intervals,min_cluster_size,placement,n_vertices,n_edges,degenerate,noise_reassigned
waveform,5,0,1141,7,16,uniform,7,6,False,1328
waveform,5,1,1116,7,16,uniform,7,6,False,1257
waveform,5,2,1118,7,16,uniform,7,6,False,1292
waveform,6,0,1141,7,16,uniform,7,6,False,1311
waveform,6,1,1116,7,16,quantile,7,6,False,1242
waveform,6,2,1118,7,16,uniform,7,6,False,1286
waveform,7,0,1142,7,16,uniform,7,6,False,1310
waveform,7,1,1115,7,16,quantile,7,6,False,1243
waveform,7,2,1118,7,16,uniform,7,6,False,1296
waveform,8,0,1142,7,16,uniform,7,6,False,1326
waveform,8,1,1115,7,16,uniform,7,6,False,1294
waveform,8,2,1118,7,16,uniform,7,6,False,1286
waveform,9,0,1142,7,16,uniform,7,6,False,1317
waveform,9,1,1115,7,16,quantile,7,6,False,1242
waveform,9,2,1118,7,16,uniform,7,6,False,1297
wdbc,0,0,242,5,15,quantile,5,4,False,214
wdbc,0,1,142,5,15,quantile,5,4,False,94
wdbc,1,0,242,5,15,quantile,5,4,False,215
wdbc,1,1,142,5,15,quantile,5,4,False,94
wdbc,2,0,241,5,15,quantile,5,4,False,215
wdbc,2,1,143,5,15,quantile,5,4,False,95
wdbc,3,0,241,5,15,quantile,5,4,False,214
wdbc,3,1,143,5,15,quantile,5,4,False,94
wdbc,4,0,241,5,15,quantile,5,4,False,216
wdbc,4,1,143,5,15,quantile,5,4,False,96
wdbc,5,0,241,5,15,quantile,5,4,False,215
wdbc,5,1,143,5,15,quantile,5,4,False,92
wdbc,6,0,241,5,15,quantile,5,4,False,215
wdbc,6,1,143,5,15,quantile,5,4,False,96
wdbc,7,0,241,5,15,quantile,5,4,False,216
wdbc,7,1,143,5,15,quantile,5,4,False,93
wdbc,8,0,241,5,15,quantile,5,4,False,215
wdbc,8,1,143,5,15,quantile,5,4,False,93
wdbc,9,0,242,5,15,quantile,5,4,False,213
wdbc,9,1,143,5,15,quantile,5,4,False,96
wine,0,0,41,4,15,quantile,1,0,True,0
wine,0,1,47,4,15,quantile,1,0,True,0
wine,0,2,32,4,15,quantile,1,0,True,0
wine,1,0,40,4,15,quantile,1,0,True,0
wine,1,1,48,4,15,quantile,1,0,True,0
wine,1,2,32,4,15,quantile,1,0,True,0
wine,2,0,40,4,15,quantile,1,0,True,0
wine,2,1,48,4,15,quantile,1,0,True,0
wine,2,2,32,4,15,quantile,1,0,True,0
wine,3,0,40,4,15,quantile,1,0,True,0
wine,3,1,48,4,15,quantile,1,0,True,0
wine,3,2,32,4,15,quantile,1,0,True,0
wine,4,0,40,4,15,quantile,1,0,True,0
wine,4,1,48,4,15,quantile,1,0,True,0
wine,4,2,33,4,15,quantile,1,0,True,0
wine,5,0,40,4,15,quantile,1,0,True,0
wine,5,1,48,4,15,quantile,1,0,True,0
wine,5,2,33,4,15,quantile,1,0,True,0
wine,6,0,40,4,15,quantile,1,0,True,0
wine,6,1,48,4,15,quantile,1,0,True,0
wine,6,2,32,4,15,quantile,1,0,True,0
wine,7,0,40,4,15,quantile,1,0,True,0
wine,7,1,48,4,15,quantile,1,0,True,0
wine,7,2,32,4,15,quantile,1,0,True,0
wine,8,0,40,4,15,quantile,1,0,True,0
wine,8,1,48,4,15,quantile,1,0,True,0
wine,8,2,32,4,15,quantile,1,0,True,0
wine,9,0,40,4,15,quantile,1,0,True,0
wine,9,1,48,4,15,quantile,1,0,True,0
wine,9,2,32,4,15,quantile,1,0,True,0
