acc_1nn,budget,budget_floored,budget_fraction,budget_fraction_nominal,dataset,method,n_folds,n_proto,reduction,shared_build,swept
0.8514018691588785,3371.0,False,0.2500370864856846,0.25,eeg-eye-state,SPINE+1NN,10,3371.0,0.7499629135143152,False,True
0.8561415220293724,3371.0,False,0.2500370864856846,0.25,eeg-eye-state,SPINE+Graph,10,3371.0,0.7499629135143152,False,True
0.8085447263017356,3371.0,False,0.2500370864856846,0.25,eeg-eye-state,SPOT,10,3371.0,0.7499629135143152,False,True
0.865952380952381,2.0,False,0.0063311231665662045,0.005,ionosphere,Full,10,315.9,0.0,False,False
0.7692063492063492,2.0,False,0.0063311231665662045,0.005,ionosphere,GLVQ,10,2.0,0.9936688768334339,False,True
0.8176984126984127,2.0,False,0.0063311231665662045,0.005,ionosphere,GNG,10,2.0,0.9936688768334339,False,True
0.8176984126984127,2.0,False,0.0063311231665662045,0.005,ionosphere,KMeans,10,2.0,0.9936688768334339,False,True
0.5838888888888889,2.0,False,0.0063311231665662045,0.005,ionosphere,LVQ3,10,2.0,0.9936688768334339,False,True
0.8800793650793649,2.0,False,0.0063311231665662045,0.005,ionosphere,RHC,10,33.0,0.8955354631303999,False,False
0.8832539682539682,2.0,False,0.0063311231665662045,0.005,ionosphere,RSP3,10,99.1,0.6863019891500904,False,False
0.5837301587301587,2.0,False,0.0063311231665662045,0.005,ionosphere,Random,10,2.0,0.9936688768334339,False,True
0.7096031746031747,2.0,False,0.0063311231665662045,0.005,ionosphere,SPINE+1NN,10,2.0,0.9936688768334339,False,True
0.7096031746031747,2.0,False,0.0063311231665662045,0.005,ionosphere,SPINE+Graph,10,2.0,0.9936688768334339,False,True
0.641031746031746,2.0,False,0.0063311231665662045,0.005,ionosphere,SPOT,10,2.0,0.9936688768334339,False,True
0.865952380952381,3.0,False,0.009496684749849308,0.01,ionosphere,Full,10,315.9,0.0,True,False
0.8517460317460317,3.0,False,0.009496684749849308,0.01,ionosphere,GLVQ,10,3.0,0.9905033152501506,False,True
0.8403174603174604,3.0,False,0.009496684749849308,0.01,ionosphere,GNG,10,3.0,0.9905033152501506,False,True
0.825952380952381,3.0,False,0.009496684749849308,0.01,ionosphere,KMeans,10,3.0,0.9905033152501506,False,True
0.8088888888888889,3.0,False,0.009496684749849308,0.01,ionosphere,LVQ3,10,3.0,0.9905033152501506,False,True
0.8800793650793649,3.0,False,0.009496684749849308,0.01,ionosphere,RHC,10,33.0,0.8955354631303999,True,False
0.8832539682539682,3.0,False,0.009496684749849308,0.01,ionosphere,RSP3,10,99.1,0.6863019891500904,True,False
0.6724603174603173,3.0,False,0.009496684749849308,0.01,ionosphere,Random,10,3.0,0.9905033152501506,False,True
0.7608730158730158,3.0,False,0.009496684749849308,0.01,ionosphere,SPINE+1NN,10,3.0,0.9905033152501506,False,True
0.7466666666666667,3.0,False,0.009496684749849308,0.01,ionosphere,SPINE+Graph,10,3.0,0.9905033152501506,False,True
0.641031746031746,3.0,False,0.009496684749849308,0.01,ionosphere,SPOT,10,3.0,0.9905033152501506,False,True
0.865952380952381,6.0,False,0.018993369499698615,0.02,ionosphere,Full,10,315.9,0.0,True,False
0.8660317460317459,6.0,False,0.018993369499698615,0.02,ionosphere,GLVQ,10,6.0,0.9810066305003016,False,True
0.8088888888888889,6.0,False,0.018993369499698615,0.02,ionosphere,GNG,10,6.0,0.9810066305003016,False,True
0.8773809523809524,6.0,False,0.018993369499698615,0.02,ionosphere,KMeans,10,6.0,0.9810066305003016,False,True
0.8546031746031746,6.0,False,0.018993369499698615,0.02,ionosphere,LVQ3,10,6.0,0.9810066305003016,False,True
0.8800793650793649,6.0,False,0.018993369499698615,0.02,ionosphere,RHC,10,33.0,0.8955354631303999,True,False
